"Well";"replno";"smpltp";"templvol";"QtyID";"WellType";"Replicate";"ThresholddRn";"CtdRn";"Quantitycopies";"RSqdRn";"SlopedRn";"qpcrno";"MONISprojectno";"AssayID";"speciesabbr";"plateno";"qpcrrundate";"smplNo";"smplNo02";"Unikt.prøvesæt.nummer";"Noter.på.plastic.posen";"Konc.målt.på.Qubit._ng.uL";"Dato.for.ekstraktion";"Ekstraktionsnummer";"Noter2";"Elueringvolumen.AE.buffer.uL";"Sub_Nmb_for_extraction";"Dato_for_indsml";"X.Noter2";"U_Pr_Nr";"MSTno_di";"wdt";"Navn_Inds";"skib";"Inst";"Dato_inds";"Lok_omr01";"lokalitet_vanda";"lok_pos_lat";"lok_pos_lon";"max_Dyb";"Dyb_Str_m";"Vwf_mL";"vandsoejllagd";"Dyb_lagd01";"dato_80C";"Temp_Inds";"Bemaerkn";"MST.n_Dinds";"MST.nummer";"MST_STEXno";"smplNoSTEX"
"A11";"25";"MST0071";"3uL";"QtyorID";"Unknown";"25";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0071";"MST0071";"20180611-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No3";"350";NA;"2018-06-11";NA;"MST0071";"MST0071::2018-06-11";FALSE;"jocth";"Musling";"Nordjylland";"2018-06-11";"aalborg_bugt";"93000005";56.856667;10.791667;14.2;1;"1800";"unkn";"unkn";"14/06/2018";NA;NA;"MST0071_2018-06-11";"MST0071";"MST0071STEXNA";NA
"B9";"18";"MST0074";"3uL";"QtyorID";"Unknown";"26";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0074";"MST0074";"20180611-2";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No1";"350";NA;"2018-06-11";NA;"MST0074";"MST0074::2018-06-11";FALSE;"nifso";"Musling";"Nordjylland";"2018-06-11";"Mariager_fjord";"93610032";56.659;9.973333;28;1;"1610";"yes";"unkn";"14/06/2018";NA;NA;"MST0074_2018-06-11";"MST0074";"MST0074STEXNA";NA
"B10";"26";"MST0074";"3uL";"QtyorID";"Unknown";"26";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0074";"MST0074";"20180611-2";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No1";"350";NA;"2018-06-11";NA;"MST0074";"MST0074::2018-06-11";FALSE;"nifso";"Musling";"Nordjylland";"2018-06-11";"Mariager_fjord";"93610032";56.659;9.973333;28;1;"1610";"yes";"unkn";"14/06/2018";NA;NA;"MST0074_2018-06-11";"MST0074";"MST0074STEXNA";NA
"B11";"26";"MST0074";"3uL";"QtyorID";"Unknown";"26";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0074";"MST0074";"20180611-2";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No1";"350";NA;"2018-06-11";NA;"MST0074";"MST0074::2018-06-11";FALSE;"nifso";"Musling";"Nordjylland";"2018-06-11";"Mariager_fjord";"93610032";56.659;9.973333;28;1;"1610";"yes";"unkn";"14/06/2018";NA;NA;"MST0074_2018-06-11";"MST0074";"MST0074STEXNA";NA
"C9";"19";"MST0076";"3uL";"QtyorID";"Unknown";"27";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0076";"MST0076";"20180606-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No1";"350";NA;"2018-06-06";NA;"MST0076";"MST0076::2018-06-06";FALSE;"pheld";"Musling";"Nordjylland";"2018-06-06";"Loegstoer_bredning";"93730002";56.956667;9.062333;6.9;1;"1100";"no";NA;"07/06/2018";20.8;NA;"MST0076_2018-06-06";"MST0076";"MST0076STEXNA";NA
"C10";"27";"MST0076";"3uL";"QtyorID";"Unknown";"27";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0076";"MST0076";"20180606-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No1";"350";NA;"2018-06-06";NA;"MST0076";"MST0076::2018-06-06";FALSE;"pheld";"Musling";"Nordjylland";"2018-06-06";"Loegstoer_bredning";"93730002";56.956667;9.062333;6.9;1;"1100";"no";NA;"07/06/2018";20.8;NA;"MST0076_2018-06-06";"MST0076";"MST0076STEXNA";NA
"C11";"27";"MST0076";"3uL";"QtyorID";"Unknown";"27";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0076";"MST0076";"20180606-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No1";"350";NA;"2018-06-06";NA;"MST0076";"MST0076::2018-06-06";FALSE;"pheld";"Musling";"Nordjylland";"2018-06-06";"Loegstoer_bredning";"93730002";56.956667;9.062333;6.9;1;"1100";"no";NA;"07/06/2018";20.8;NA;"MST0076_2018-06-06";"MST0076";"MST0076STEXNA";NA
"D9";"20";"MST0088";"3uL";"QtyorID";"Unknown";"28";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0088";"MST0088";"20180607-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No3";"350";NA;"2018-06-07";NA;"MST0088";"MST0088::2018-06-07";FALSE;"pheld";"Musling";"Midtjylland";"2018-06-07";"Skive_fjord";"93740007";56.620833;9.074833;5;1;"500";"no";NA;"07/06/2018";20.7;"Alger_og_muslingefiskeri_i_omraadet";"MST0088_2018-06-07";"MST0088";"MST0088STEXNA";NA
"D10";"28";"MST0088";"3uL";"QtyorID";"Unknown";"28";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0088";"MST0088";"20180607-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No3";"350";NA;"2018-06-07";NA;"MST0088";"MST0088::2018-06-07";FALSE;"pheld";"Musling";"Midtjylland";"2018-06-07";"Skive_fjord";"93740007";56.620833;9.074833;5;1;"500";"no";NA;"07/06/2018";20.7;"Alger_og_muslingefiskeri_i_omraadet";"MST0088_2018-06-07";"MST0088";"MST0088STEXNA";NA
"D11";"28";"MST0088";"3uL";"QtyorID";"Unknown";"28";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0088";"MST0088";"20180607-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No3";"350";NA;"2018-06-07";NA;"MST0088";"MST0088::2018-06-07";FALSE;"pheld";"Musling";"Midtjylland";"2018-06-07";"Skive_fjord";"93740007";56.620833;9.074833;5;1;"500";"no";NA;"07/06/2018";20.7;"Alger_og_muslingefiskeri_i_omraadet";"MST0088_2018-06-07";"MST0088";"MST0088STEXNA";NA
"E7";"21";"MST0097";"3uL";"QtyorID";"Unknown";"21";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0097";"MST0097";"20180418-1";NA;"notmeasured";"'2018nov15";"MST-SX01";"MST_No1";"350";NA;"2018-04-18";NA;"MST0097";"MST0097::2018-04-18";FALSE;"PHELD";"DAPHNE";"MST_STORSTRoeM";"2018-04-18";"Karrebaeksminde_Bugt";"95220322";55.139;11.515833;12.6;11.6;"1500";"yes";"2.5";"25/04/2018";5.4;NA;"MST0097_2018-04-18";"MST0097";"MST0097STEXNA";NA
"E8";"21";"MST0097";"3uL";"QtyorID";"Unknown";"21";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0097";"MST0097";"20180418-1";NA;"notmeasured";"'2018nov15";"MST-SX01";"MST_No1";"350";NA;"2018-04-18";NA;"MST0097";"MST0097::2018-04-18";FALSE;"PHELD";"DAPHNE";"MST_STORSTRoeM";"2018-04-18";"Karrebaeksminde_Bugt";"95220322";55.139;11.515833;12.6;11.6;"1500";"yes";"2.5";"25/04/2018";5.4;NA;"MST0097_2018-04-18";"MST0097";"MST0097STEXNA";NA
"E12";"29";"MST0097";"3uL";"QtyorID";"Unknown";"21";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0097";"MST0097";"20180418-1";NA;"notmeasured";"'2018nov15";"MST-SX01";"MST_No1";"350";NA;"2018-04-18";NA;"MST0097";"MST0097::2018-04-18";FALSE;"PHELD";"DAPHNE";"MST_STORSTRoeM";"2018-04-18";"Karrebaeksminde_Bugt";"95220322";55.139;11.515833;12.6;11.6;"1500";"yes";"2.5";"25/04/2018";5.4;NA;"MST0097_2018-04-18";"MST0097";"MST0097STEXNA";NA
"F7";"22";"MST0118";"3uL";"QtyorID";"Unknown";"22";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0118";"MST0118";"20170919-2";NA;"notmeasured";"'2018nov15";"MST-SX01";"MST_No1";"350";"14";"2017-09-19";NA;"MST0118";"MST0118::2017-09-19";FALSE;"jepni_benje";"Penelope";"Midtjylland";"2017-09-19";"RKB1_Ringkoebing_fjord";"91320001";56.076167;8.224333;3.3;1;"1150";"yes";"2.1";"19/09/2017";15;NA;"MST0118_2017-09-19";"MST0118";"MST0118STEX14";NA
"F8";"22";"MST0118";"3uL";"QtyorID";"Unknown";"22";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0118";"MST0118";"20170919-2";NA;"notmeasured";"'2018nov15";"MST-SX01";"MST_No1";"350";"14";"2017-09-19";NA;"MST0118";"MST0118::2017-09-19";FALSE;"jepni_benje";"Penelope";"Midtjylland";"2017-09-19";"RKB1_Ringkoebing_fjord";"91320001";56.076167;8.224333;3.3;1;"1150";"yes";"2.1";"19/09/2017";15;NA;"MST0118_2017-09-19";"MST0118";"MST0118STEX14";NA
"F12";"30";"MST0118";"3uL";"QtyorID";"Unknown";"22";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0118";"MST0118";"20170919-2";NA;"notmeasured";"'2018nov15";"MST-SX01";"MST_No1";"350";"14";"2017-09-19";NA;"MST0118";"MST0118::2017-09-19";FALSE;"jepni_benje";"Penelope";"Midtjylland";"2017-09-19";"RKB1_Ringkoebing_fjord";"91320001";56.076167;8.224333;3.3;1;"1150";"yes";"2.1";"19/09/2017";15;NA;"MST0118_2017-09-19";"MST0118";"MST0118STEX14";NA
"G7";"23";"MST0121";"3uL";"QtyorID";"Unknown";"23";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0121";"MST0121";"20170905-1";NA;"notmeasured";"'2018nov15";"MST-SX01";"MST_No3";"350";NA;"2017-09-05";NA;"MST0121";"MST0121::2017-09-05";FALSE;"Lasse_oersted_Jensen";"Klausen";"MST_Sydjylland";"2017-09-05";"RIB1510007";"91500007";55.3375;8.350667;5.2;1;"1450";"no";NA;NA;18.3;NA;"MST0121_2017-09-05";"MST0121";"MST0121STEXNA";NA
"G8";"23";"MST0121";"3uL";"QtyorID";"Unknown";"23";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0121";"MST0121";"20170905-1";NA;"notmeasured";"'2018nov15";"MST-SX01";"MST_No3";"350";NA;"2017-09-05";NA;"MST0121";"MST0121::2017-09-05";FALSE;"Lasse_oersted_Jensen";"Klausen";"MST_Sydjylland";"2017-09-05";"RIB1510007";"91500007";55.3375;8.350667;5.2;1;"1450";"no";NA;NA;18.3;NA;"MST0121_2017-09-05";"MST0121";"MST0121STEXNA";NA
"G12";"31";"MST0121";"3uL";"QtyorID";"Unknown";"23";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0121";"MST0121";"20170905-1";NA;"notmeasured";"'2018nov15";"MST-SX01";"MST_No3";"350";NA;"2017-09-05";NA;"MST0121";"MST0121::2017-09-05";FALSE;"Lasse_oersted_Jensen";"Klausen";"MST_Sydjylland";"2017-09-05";"RIB1510007";"91500007";55.3375;8.350667;5.2;1;"1450";"no";NA;NA;18.3;NA;"MST0121_2017-09-05";"MST0121";"MST0121STEXNA";NA
"H7";"24";"MST0131";"3uL";"QtyorID";"Unknown";"24";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0131";"MST0131";"20171010-1";NA;"notmeasured";"'2018nov15";"MST-SX01";"MST_No3";"350";NA;"2017-10-10";NA;"MST0131";"MST0131::2017-10-10";FALSE;"Finn_Andersen";"M_Gaardbo";"MST_NJL";"2017-10-10";"NOR7715";"92200001";57.607833;9.915333;17;1;"1350";"yes";"3m";"10/10/2017";13;NA;"MST0131_2017-10-10";"MST0131";"MST0131STEXNA";NA
"H8";"24";"MST0131";"3uL";"QtyorID";"Unknown";"24";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0131";"MST0131";"20171010-1";NA;"notmeasured";"'2018nov15";"MST-SX01";"MST_No3";"350";NA;"2017-10-10";NA;"MST0131";"MST0131::2017-10-10";FALSE;"Finn_Andersen";"M_Gaardbo";"MST_NJL";"2017-10-10";"NOR7715";"92200001";57.607833;9.915333;17;1;"1350";"yes";"3m";"10/10/2017";13;NA;"MST0131_2017-10-10";"MST0131";"MST0131STEXNA";NA
"H12";"32";"MST0131";"3uL";"QtyorID";"Unknown";"24";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0131";"MST0131";"20171010-1";NA;"notmeasured";"'2018nov15";"MST-SX01";"MST_No3";"350";NA;"2017-10-10";NA;"MST0131";"MST0131::2017-10-10";FALSE;"Finn_Andersen";"M_Gaardbo";"MST_NJL";"2017-10-10";"NOR7715";"92200001";57.607833;9.915333;17;1;"1350";"yes";"3m";"10/10/2017";13;NA;"MST0131_2017-10-10";"MST0131";"MST0131STEXNA";NA
"E9";"21";"MST0132";"3uL";"QtyorID";"Unknown";"29";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0132";"MST0132";"20180627-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No2";"350";NA;"2018-06-27";NA;"MST0132";"MST0132::2018-06-27";FALSE;"Svend_aage_Bendtsen_saabe";"Pingo";"Miljoestyrelsen_Nordjylland";"2018-06-27";"Kragskov_Rev";"93920064";57.540783;10.479267;5.2;4;"1600";"no";"not_avail";"05/07/2018";17;"Vandproever_transporteret_i_land_foer_filtrering_Koelet_med_9_store_koeleelementer";"MST0132_2018-06-27";"MST0132";"MST0132STEXNA";NA
"E10";"29";"MST0132";"3uL";"QtyorID";"Unknown";"29";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0132";"MST0132";"20180627-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No2";"350";NA;"2018-06-27";NA;"MST0132";"MST0132::2018-06-27";FALSE;"Svend_aage_Bendtsen_saabe";"Pingo";"Miljoestyrelsen_Nordjylland";"2018-06-27";"Kragskov_Rev";"93920064";57.540783;10.479267;5.2;4;"1600";"no";"not_avail";"05/07/2018";17;"Vandproever_transporteret_i_land_foer_filtrering_Koelet_med_9_store_koeleelementer";"MST0132_2018-06-27";"MST0132";"MST0132STEXNA";NA
"E11";"29";"MST0132";"3uL";"QtyorID";"Unknown";"29";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0132";"MST0132";"20180627-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No2";"350";NA;"2018-06-27";NA;"MST0132";"MST0132::2018-06-27";FALSE;"Svend_aage_Bendtsen_saabe";"Pingo";"Miljoestyrelsen_Nordjylland";"2018-06-27";"Kragskov_Rev";"93920064";57.540783;10.479267;5.2;4;"1600";"no";"not_avail";"05/07/2018";17;"Vandproever_transporteret_i_land_foer_filtrering_Koelet_med_9_store_koeleelementer";"MST0132_2018-06-27";"MST0132";"MST0132STEXNA";NA
"F9";"22";"MST0141";"3uL";"QtyorID";"Unknown";"30";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0141";"MST0141";"20180816-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No3";"350";NA;"2018-08-16";NA;"MST0141";"MST0141::2018-08-16";FALSE;"Emil_Guddal_Larsen";"Capella";"Sjaelland";"2018-08-16";"ROS60";"93220011";55.713;12.066667;4.8;1;"1500";"no";NA;"16/08/2018";20.4;"Sendt_til_Eurofins_d_16_08_2020";"MST0141_2018-08-16";"MST0141";"MST0141STEXNA";NA
"F10";"30";"MST0141";"3uL";"QtyorID";"Unknown";"30";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0141";"MST0141";"20180816-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No3";"350";NA;"2018-08-16";NA;"MST0141";"MST0141::2018-08-16";FALSE;"Emil_Guddal_Larsen";"Capella";"Sjaelland";"2018-08-16";"ROS60";"93220011";55.713;12.066667;4.8;1;"1500";"no";NA;"16/08/2018";20.4;"Sendt_til_Eurofins_d_16_08_2020";"MST0141_2018-08-16";"MST0141";"MST0141STEXNA";NA
"F11";"30";"MST0141";"3uL";"QtyorID";"Unknown";"30";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0141";"MST0141";"20180816-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No3";"350";NA;"2018-08-16";NA;"MST0141";"MST0141::2018-08-16";FALSE;"Emil_Guddal_Larsen";"Capella";"Sjaelland";"2018-08-16";"ROS60";"93220011";55.713;12.066667;4.8;1;"1500";"no";NA;"16/08/2018";20.4;"Sendt_til_Eurofins_d_16_08_2020";"MST0141_2018-08-16";"MST0141";"MST0141STEXNA";NA
"G9";"23";"MST0152";"3uL";"QtyorID";"Unknown";"31";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0152";"MST0152";"20180604-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No1";"350";NA;"2018-06-04";NA;"MST0152";"MST0152::2018-06-04";FALSE;"Ole_Blohm_Poulsen_olbpo";"BELONE_BELONE";"Miljoestyrelsen_Fyn";"2018-06-04";"ODF17_Odense_Fjord";"94230001";55.478233;10.518233;9.8;1;"900";"no";"not_avail";"04/06/2018";20.5;NA;"MST0152_2018-06-04";"MST0152";"MST0152STEXNA";NA
"G10";"31";"MST0152";"3uL";"QtyorID";"Unknown";"31";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0152";"MST0152";"20180604-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No1";"350";NA;"2018-06-04";NA;"MST0152";"MST0152::2018-06-04";FALSE;"Ole_Blohm_Poulsen_olbpo";"BELONE_BELONE";"Miljoestyrelsen_Fyn";"2018-06-04";"ODF17_Odense_Fjord";"94230001";55.478233;10.518233;9.8;1;"900";"no";"not_avail";"04/06/2018";20.5;NA;"MST0152_2018-06-04";"MST0152";"MST0152STEXNA";NA
"G11";"31";"MST0152";"3uL";"QtyorID";"Unknown";"31";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0152";"MST0152";"20180604-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No1";"350";NA;"2018-06-04";NA;"MST0152";"MST0152::2018-06-04";FALSE;"Ole_Blohm_Poulsen_olbpo";"BELONE_BELONE";"Miljoestyrelsen_Fyn";"2018-06-04";"ODF17_Odense_Fjord";"94230001";55.478233;10.518233;9.8;1;"900";"no";"not_avail";"04/06/2018";20.5;NA;"MST0152_2018-06-04";"MST0152";"MST0152STEXNA";NA
"H9";"24";"MST0220";"3uL";"QtyorID";"Unknown";"32";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0220";"MST0220";"20180830-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No2";"350";NA;"2018-08-30";NA;"MST0220";"MST0220::2018-08-30";FALSE;"geped";"Musling";"Midtjylland";"2018-08-30";"Skive_fjord";"93740007";56.620833;9.075833;4.8;1;"900";"yes";"4.0";"30/08/2018";17.3;NA;"MST0220_2018-08-30";"MST0220";"MST0220STEXNA";NA
"H10";"32";"MST0220";"3uL";"QtyorID";"Unknown";"32";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0220";"MST0220";"20180830-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No2";"350";NA;"2018-08-30";NA;"MST0220";"MST0220::2018-08-30";FALSE;"geped";"Musling";"Midtjylland";"2018-08-30";"Skive_fjord";"93740007";56.620833;9.075833;4.8;1;"900";"yes";"4.0";"30/08/2018";17.3;NA;"MST0220_2018-08-30";"MST0220";"MST0220STEXNA";NA
"H11";"32";"MST0220";"3uL";"QtyorID";"Unknown";"32";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"MST0220";"MST0220";"20180830-1";NA;"notmeasured";"'2018nov22";"MST-SX03";"MST_No2";"350";NA;"2018-08-30";NA;"MST0220";"MST0220::2018-08-30";FALSE;"geped";"Musling";"Midtjylland";"2018-08-30";"Skive_fjord";"93740007";56.620833;9.075833;4.8;1;"900";"yes";"4.0";"30/08/2018";17.3;NA;"MST0220_2018-08-30";"MST0220";"MST0220STEXNA";NA
"G1";"7";"std1E0";"3uL";"QtyorID";"Standard";"7";"0.1000";"41.23";"3.00e+000";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"std1E0";"std1E0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"std1E0";NA
"G2";"7";"std1E0";"3uL";"QtyorID";"Standard";"7";"0.1000";"40.98";"3.00e+000";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"std1E0";"std1E0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"std1E0";NA
"G3";"7";"std1E0";"3uL";"QtyorID";"Standard";"7";"0.1000";"NoCt";"NoCt";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"std1E0";"std1E0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"std1E0";NA
"F1";"6";"std1E1";"3uL";"QtyorID";"Standard";"6";"0.1000";"39.07";"3.00e+001";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"std1E1";"std1E1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"std1E1";NA
"F2";"6";"std1E1";"3uL";"QtyorID";"Standard";"6";"0.1000";"38.39";"3.00e+001";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"std1E1";"std1E1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"std1E1";NA
"F3";"6";"std1E1";"3uL";"QtyorID";"Standard";"6";"0.1000";"38.65";"3.00e+001";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"std1E1";"std1E1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"std1E1";NA
"E1";"5";"std1E2";"3uL";"QtyorID";"Standard";"5";"0.1000";"35.12";"3.00e+002";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"std1E2";"std1E2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"std1E2";NA
"E2";"5";"std1E2";"3uL";"QtyorID";"Standard";"5";"0.1000";"34.87";"3.00e+002";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"std1E2";"std1E2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"std1E2";NA
"E3";"5";"std1E2";"3uL";"QtyorID";"Standard";"5";"0.1000";"34.06";"3.00e+002";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"std1E2";"std1E2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"std1E2";NA
"D1";"4";"std1E3";"3uL";"QtyorID";"Standard";"4";"0.1000";"31.64";"3.00e+003";"0.996";"-3.467";"qpcr0652";"MONIS5";"AssID12";"Cragig";"plt01";"qpcrrundate20181219";"std1E3";"std1E3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"std1E3";NA
