"","Well","replno","smpltp","templvol","QtyID","WellType","Replicate","ThresholddRn","CtdRn","Quantitycopies","RSqdRn","SlopedRn","qpcrno","MONISprojectno","AssayID","speciesabbr","plateno","qpcrrundate","Cq","gen_specnm","Genus","species","dk_comnm","smpltp2","MST.y.m","ssn","Wellname.ssn.no1","gen_specnm.ssn","locnm","colldate","volfilt_mL","declat","declon","Welltype","Harbour","Harbour.Welltype","col.06","qpcr.rplno","welltp","qpcrno.plateno","spec.lat","mx.Cq.lod","intc5","lod.val","loq.val","rEffic","ampF","intc2","slo3","RSqdRn.1","templvol","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L"
"100","B1",2,"std3E4","3uL","QtyorID","Standard",2,0.0503,28.34,30000,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","28.34","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","std3E4",NA,NA,"B1.NA.1","Karenia_mikimotoi.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr926.2","Standard","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",NA,0,1,0
"101","B2",2,"std3E4","3uL","QtyorID","Standard",2,0.0503,28.24,30000,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","28.24","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","std3E4",NA,NA,"B2.NA.1","Karenia_mikimotoi.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr926.2","Standard","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",NA,0,1,0
"102","B3",2,"std3E4","3uL","QtyorID","Standard",2,0.0503,28.15,30000,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","28.15","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","std3E4",NA,NA,"B3.NA.1","Karenia_mikimotoi.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr926.2","Standard","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",NA,0,1,0
"103","C1",3,"std3E3","3uL","QtyorID","Standard",3,0.0503,31.38,3000,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","31.38","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","std3E3",NA,NA,"C1.NA.1","Karenia_mikimotoi.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr926.3","Standard","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",NA,0,1,0
"104","C2",3,"std3E3","3uL","QtyorID","Standard",3,0.0503,31.57,3000,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","31.57","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","std3E3",NA,NA,"C2.NA.1","Karenia_mikimotoi.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr926.3","Standard","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",NA,0,1,0
"105","C3",3,"std3E3","3uL","QtyorID","Standard",3,0.0503,31.39,3000,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","31.39","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","std3E3",NA,NA,"C3.NA.1","Karenia_mikimotoi.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr926.3","Standard","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",NA,0,1,0
"106","D1",4,"std3E2","3uL","QtyorID","Standard",4,0.0503,34.98,300,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","34.98","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","std3E2",NA,NA,"D1.NA.1","Karenia_mikimotoi.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr926.4","Standard","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",NA,0,1,0
"107","D2",4,"std3E2","3uL","QtyorID","Standard",4,0.0503,35.02,300,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","35.02","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","std3E2",NA,NA,"D2.NA.1","Karenia_mikimotoi.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr926.4","Standard","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",NA,0,1,0
"108","D3",4,"std3E2","3uL","QtyorID","Standard",4,0.0503,35.12,300,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","35.12","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","std3E2",NA,NA,"D3.NA.1","Karenia_mikimotoi.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr926.4","Standard","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",NA,0,1,0
"109","E1",5,"std3E1","3uL","QtyorID","Standard",5,0.0503,37.69,30,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","37.69","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","std3E1",NA,NA,"E1.NA.1","Karenia_mikimotoi.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr926.5","Standard","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",NA,0,1,0
"110","E2",5,"std3E1","3uL","QtyorID","Standard",5,0.0503,38.99,30,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","38.99","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","std3E1",NA,NA,"E2.NA.1","Karenia_mikimotoi.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr926.5","Standard","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",NA,0,1,0
"111","E3",5,"std3E1","3uL","QtyorID","Standard",5,0.0503,38.14,30,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","38.14","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","std3E1",NA,NA,"E3.NA.1","Karenia_mikimotoi.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr926.5","Standard","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",NA,0,1,0
"121","A4",9,"MST2021-058","3uL","QtyorID","Unknown",9,0.0503,33.79,649.7,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","33.79","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021058","MST.2021058.2021.Aug","fall","A4.fall.1","Karenia_mikimotoi.fall","94300001_VEJ0006870","2021-08-30",1500,55.6743833333333,10.0845083333333,"Unknown","94300001_VEJ0006870","94300001_VEJ0006870.Unknown","#F5C710","qpcr926.9","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",57.7511111111111,57751.1111111111,57752.1111111111,4.76156786435896
"122","A5",9,"MST2021-058","3uL","QtyorID","Unknown",9,0.0503,33.33,887.4,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","33.33","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021058","MST.2021058.2021.Aug","fall","A5.fall.1","Karenia_mikimotoi.fall","94300001_VEJ0006870","2021-08-30",1500,55.6743833333333,10.0845083333333,"Unknown","94300001_VEJ0006870","94300001_VEJ0006870.Unknown","#F5C710","qpcr926.9","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",78.88,78880,78881,4.89697240765994
"123","A6",9,"MST2021-058","3uL","QtyorID","Unknown",9,0.0503,33.17,983.1,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","33.17","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021058","MST.2021058.2021.Aug","fall","A6.fall.1","Karenia_mikimotoi.fall","94300001_VEJ0006870","2021-08-30",1500,55.6743833333333,10.0845083333333,"Unknown","94300001_VEJ0006870","94300001_VEJ0006870.Unknown","#F5C710","qpcr926.9","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",87.3866666666667,87386.6666666667,87387.6666666667,4.94145014342881
"124","B4",10,"MST2021-064","3uL","QtyorID","Unknown",10,0.0503,31.8,2478,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","31.80","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021064","MST.2021064.2021.Sep","fall","B4.fall.1","Karenia_mikimotoi.fall","93730002_VIB3708_1","2021-09-02",700,56.954,9.05020833333333,"Unknown","93730002_VIB3708_1","93730002_VIB3708_1.Unknown","#9E9E9E","qpcr926.10","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",472,472000,472001,5.67394291874854
"125","B5",10,"MST2021-064","3uL","QtyorID","Unknown",10,0.0503,31.83,2431,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","31.83","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021064","MST.2021064.2021.Sep","fall","B5.fall.1","Karenia_mikimotoi.fall","93730002_VIB3708_1","2021-09-02",700,56.954,9.05020833333333,"Unknown","93730002_VIB3708_1","93730002_VIB3708_1.Unknown","#9E9E9E","qpcr926.10","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",463.047619047619,463047.619047619,463048.619047619,5.66562659334094
"126","B6",10,"MST2021-064","3uL","QtyorID","Unknown",10,0.0503,32.26,1814,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","32.26","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021064","MST.2021064.2021.Sep","fall","B6.fall.1","Karenia_mikimotoi.fall","93730002_VIB3708_1","2021-09-02",700,56.954,9.05020833333333,"Unknown","93730002_VIB3708_1","93730002_VIB3708_1.Unknown","#9E9E9E","qpcr926.10","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",345.52380952381,345523.80952381,345524.80952381,5.53847923623252
"127","C4",11,"MST2021-079","3uL","QtyorID","Unknown",11,0.0503,39.45,14.31,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","39.45","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021079","MST.2021079.2021.Sep","fall","C4.fall.1","Karenia_mikimotoi.fall","93740007_VIB3727_1","2021-09-06",1100,56.6208333333333,9.06681944444444,"Unknown","93740007_VIB3727_1","93740007_VIB3727_1.Unknown",NA,"qpcr926.11","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",1.73454545454545,1734.54545454545,1735.54545454545,3.23943599248151
"128","C5",11,"MST2021-079","3uL","QtyorID","Unknown",11,0.0503,38.73,23.26,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","38.73","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021079","MST.2021079.2021.Sep","fall","C5.fall.1","Karenia_mikimotoi.fall","93740007_VIB3727_1","2021-09-06",1100,56.6208333333333,9.06681944444444,"Unknown","93740007_VIB3727_1","93740007_VIB3727_1.Unknown",NA,"qpcr926.11","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",2.81939393939394,2819.39393939394,2820.39393939394,3.45030977277192
"129","C6",11,"MST2021-079","3uL","QtyorID","Unknown",11,0.0503,39.27,16.2,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","39.27","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021079","MST.2021079.2021.Sep","fall","C6.fall.1","Karenia_mikimotoi.fall","93740007_VIB3727_1","2021-09-06",1100,56.6208333333333,9.06681944444444,"Unknown","93740007_VIB3727_1","93740007_VIB3727_1.Unknown",NA,"qpcr926.11","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",1.96363636363636,1963.63636363636,1964.63636363636,3.29328217818192
"130","D4",12,"MST2021-082","3uL","QtyorID","Unknown",12,0.0503,31.9,2318,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","31.90","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021082","MST.2021082.2021.Sep","fall","D4.fall.1","Karenia_mikimotoi.fall","93000005_NOR409","2021-09-07",1500,56.8561,10.7845083333333,"Unknown","93000005_NOR409","93000005_NOR409.Unknown",NA,"qpcr926.12","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",206.044444444444,206044.444444444,206045.444444444,5.31396301694597
"131","D5",12,"MST2021-082","3uL","QtyorID","Unknown",12,0.0503,32.07,2068,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","32.07","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021082","MST.2021082.2021.Sep","fall","D5.fall.1","Karenia_mikimotoi.fall","93000005_NOR409","2021-09-07",1500,56.8561,10.7845083333333,"Unknown","93000005_NOR409","93000005_NOR409.Unknown",NA,"qpcr926.12","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",183.822222222222,183822.222222222,183823.222222222,5.26440037454688
"132","D6",12,"MST2021-082","3uL","QtyorID","Unknown",12,0.0503,32.57,1479,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","32.57","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021082","MST.2021082.2021.Sep","fall","D6.fall.1","Karenia_mikimotoi.fall","93000005_NOR409","2021-09-07",1500,56.8561,10.7845083333333,"Unknown","93000005_NOR409","93000005_NOR409.Unknown",NA,"qpcr926.12","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",131.466666666667,131466.666666667,131467.666666667,5.11881895499396
"150","B9",18,"MST1054","3uL","QtyorID","Unknown",18,0.0503,41.02,4.95,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","41.02","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST0001054","MST.1054.2021.May","spri","B9.spri.1","Karenia_mikimotoi.spri","DMU444_Arkona","2021-05-18",1400,55,13.3,"Unknown","DMU444_Arkona","DMU444_Arkona.Unknown","#00000000","qpcr926.18","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",0.471428571428571,471.428571428571,472.428571428571,2.67433615489945
"163","G7",23,"MST2021-085","3uL","QtyorID","Unknown",23,0.0503,34.51,400.7,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","34.51","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021085","MST.2021085.2021.Sep","fall","G7.fall.1","Karenia_mikimotoi.fall","93000001","2021-09-16",1700,56.1305,11.1501055555556,"Unknown","93000001","93000001.Unknown",NA,"qpcr926.23","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",31.4274509803922,31427.4509803922,31428.4509803922,4.49732297639632
"164","G8",23,"MST2021-085","3uL","QtyorID","Unknown",23,0.0503,34.98,291.6,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","34.98","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021085","MST.2021085.2021.Sep","fall","G8.fall.1","Karenia_mikimotoi.fall","93000001","2021-09-16",1700,56.1305,11.1501055555556,"Unknown","93000001","93000001.Unknown",NA,"qpcr926.23","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",22.8705882352941,22870.5882352941,22871.5882352941,4.35929632367429
"165","G9",23,"MST2021-085","3uL","QtyorID","Unknown",23,0.0503,34.63,367.3,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","34.63","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021085","MST.2021085.2021.Sep","fall","G9.fall.1","Karenia_mikimotoi.fall","93000001","2021-09-16",1700,56.1305,11.1501055555556,"Unknown","93000001","93000001.Unknown",NA,"qpcr926.23","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",28.8078431372549,28807.8431372549,28808.8431372549,4.45952581887763
"175","C10",27,"MST2021-029","3uL","QtyorID","Unknown",27,0.0503,31.47,3107,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","31.47","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021029","MST.2021029.2021.Sep","fall","C10.fall.1","Karenia_mikimotoi.fall","KBH431","2021-09-07",1800,55.8616666666667,12.7336055555556,"Unknown","KBH431","KBH431.Unknown",NA,"qpcr926.27","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",230.148148148148,230148.148148148,230149.148148148,5.36200937177727
"176","C11",27,"MST2021-029","3uL","QtyorID","Unknown",27,0.0503,31.43,3190,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","31.43","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021029","MST.2021029.2021.Sep","fall","C11.fall.1","Karenia_mikimotoi.fall","KBH431","2021-09-07",1800,55.8616666666667,12.7336055555556,"Unknown","KBH431","KBH431.Unknown",NA,"qpcr926.27","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",236.296296296296,236296.296296296,236297.296296296,5.37345875248164
"177","C12",27,"MST2021-029","3uL","QtyorID","Unknown",27,0.0503,31.66,2729,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","31.66","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021029","MST.2021029.2021.Sep","fall","C12.fall.1","Karenia_mikimotoi.fall","KBH431","2021-09-07",1800,55.8616666666667,12.7336055555556,"Unknown","KBH431","KBH431.Unknown",NA,"qpcr926.27","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",202.148148148148,202148.148148148,202149.148148148,5.30567191556661
"178","D10",28,"MST2021-083","3uL","QtyorID","Unknown",28,0.0503,36.57,99.68,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","36.57","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021083","MST.2021083.2021.Oct","fall","D10.fall.1","Karenia_mikimotoi.fall","FYN6300043","2021-10-22",1500,54.9976833333333,10.1517305555556,"Unknown","FYN6300043","FYN6300043.Unknown",NA,"qpcr926.28","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",8.86044444444445,8860.44444444445,8861.44444444445,3.94750451907912
"179","D11",28,"MST2021-083","3uL","QtyorID","Unknown",28,0.0503,36.25,123.5,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","36.25","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021083","MST.2021083.2021.Oct","fall","D11.fall.1","Karenia_mikimotoi.fall","FYN6300043","2021-10-22",1500,54.9976833333333,10.1517305555556,"Unknown","FYN6300043","FYN6300043.Unknown",NA,"qpcr926.28","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",10.9777777777778,10977.7777777778,10978.7777777778,4.04055399458476
"180","D12",28,"MST2021-083","3uL","QtyorID","Unknown",28,0.0503,36.98,75.73,0.997,-3.417,"qpcr926","MONIS6","assid05","Karmik","plt02","qpcrrundate20220420","36.98","Karenia mikimotoi","Karenia","mikimotoi","dinoflagelat","MST2021083","MST.2021083.2021.Oct","fall","D12.fall.1","Karenia_mikimotoi.fall","FYN6300043","2021-10-22",1500,54.9976833333333,10.1517305555556,"Unknown","FYN6300043","FYN6300043.Unknown",NA,"qpcr926.28","Unknown","qpcr926.plt02","Karenia mikimotoi","38.99","38.352","30","30","96.19","1.96185618261141","43.3990642083903","-3.42","99.844","uL",6.73155555555556,6731.55555555556,6732.55555555556,3.8281799458001
"193","A1",1,"std3E5","3uL","QtyorID","Standard",1,0.1293,21.1,3e+05,0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422","21.10","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E5",NA,NA,"A1.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr927.1","Standard","qpcr927.plt01","Pseudochattonella verruculosa","40.08","41.525","0.3","3","100.7","2.00700375846129","39.7971000211184","-3.31","99.433","uL",NA,0,1,0
"194","A2",1,"std3E5","3uL","QtyorID","Standard",1,0.1293,21.39,3e+05,0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422","21.39","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E5",NA,NA,"A2.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr927.1","Standard","qpcr927.plt01","Pseudochattonella verruculosa","40.08","41.525","0.3","3","100.7","2.00700375846129","39.7971000211184","-3.31","99.433","uL",NA,0,1,0
"195","A3",1,"std3E5","3uL","QtyorID","Standard",1,0.1293,21.42,3e+05,0.989,-3.305,"qpcr927","MONIS6","AssID04","Psever","plt01","qpcrrundate20220422","21.42","Pseudochattonella verruculosa","Pseudochattonella","verruculosa","heterokont flagelat","std3E5",NA,NA,"A3.NA.1","Pseudochattonella_verruculosa.NA",NA,NA,NA,NA,NA,"Standard",NA,"NA.Standard","#00000000","qpcr927.1","Standard","qpcr927.plt01","Pseudochattonella verruculosa","40.08","41.525","0.3","3","100.7","2.00700375846129","39.7971000211184","-3.31","99.433","uL",NA,0,1,0
