"","speciesabbr","smplNm.x","U_Pr_Nr.x","GnNm.x","SpNm.x","ClNm.x","PhNm.x","speciesNm.x","lokalitet_vanda.x","lon.x","lat.x","Lok_omr01.x","Dato_inds.x","typCnt","mch","molcnt","Dato_inds.dd","Dato_inds.mm","Dato_inds.yy","ssn.smpl","mch.ssn","eDN.lv1.l10","snpb","lon.m","lat.m","uspcAb","MST.n_Dinds","U_Pr_Nr.y","Navn_Inds","skib","Inst","Dato_inds.y","Lok_omr01.y","lokalitet_vanda.y","lok_pos_lat.x","lok_pos_lon.x","max_Dyb","Dyb_Str_m","Vwf_mL","vandsoejllagd","Dyb_lagd01","dato_80C","Temp_Inds","Bemaerkn","MST.nummer.x","smplNm.y","ddlod","qlod","qloq","qloq.unmf","mcp_ddPCR","mcp_qPCR","sdmn_ddPCR","sdmn_qPCR","sdmx_ddPCR","sdmx_qPCR","GnNm.y","SpNm.y","GnNmLt","speciesNm.y","smplTp","ClNm.y","PhNm.y","U_Pr_Nr","Dato_inds","lokalitet_vanda","lok_pos_lat.y","lok_pos_lon.y","Lok_omr01","lat.y","lon.y","MST.nummer.y","Unikt.prøvesæt.nummer","Noter.på.plastic.posen","Konc.målt.på.Qubit._ng.uL","Dato.for.ekstraktion","Ekstraktionsnummer","Noter2","Elueringvolumen.AE.buffer.uL","Sub_Nmb_for_extraction","Dato_for_indsml","X.Noter2","U_Pr_Nr.y.y","MSTno_di"
"25","Erisin","MST1027","MST1027","Eriocheir","sinensis","Malacostraca","Arthropoda","E. sinensis",96510125,10.3685111111111,55.0262,"Sydfynskeoehav_BF11","2021-03-19","mcp","ddPCR",1.76594197750092,19,3,2021,"2nd_season","ddPCR : 2nd_season",0.441843065464007,7,10.1285111111111,55.0262,"Erisin","MST1027_2021-03-19","MST1027","RasmusBillegrav","LivII","MSTFYN","2021-03-19","Sydfynskeoehav_BF11",96510125,"55.0262","10.3685111111111","165","155","1500","ja","95","2021-03-26","42",NA,"MST1027","MST1027",1.68553620576858,30,30,30,1.76594197750092,0,1.0140273720026,0,2.82090395689011,0,"Eriocheir","sinensis","E","E. sinensis","MST","Malacostraca","Arthropoda","MST1027","2021-03-19",96510125,"55.0262","10.3685111111111","Sydfynskeoehav_BF11",55.0262,10.3685111111111,"MST1027","15",NA,"5.4","2022-feb-01","MST-SX25",NA,"400","25_15","2021-03-19",NA,"MST1027","MST1027::2021-03-19"
"26","Erisin","MST1028","MST1028","Eriocheir","sinensis","Malacostraca","Arthropoda","E. sinensis",95700008,9.81666666666667,54.8341666666667,"FFSB0011","2021-03-15","mcp","ddPCR",0.468284264206887,15,3,2021,"2nd_season","ddPCR : 2nd_season",0.166810144425498,7,9.57666666666667,54.8341666666667,"Erisin","MST1028_2021-03-15","MST1028","RasmusBillegrav","LivII","MSTSYD","2021-03-15","FFSB0011",95700008,"54.8341666666667","9.81666666666667","292","282","1600","ja","17","2021-03-26","27.8",NA,"MST1028","MST1028",1.68553620576858,30,30,30,0.468284264206887,0,0.126901352778077,0,1.16562865674495,0,"Eriocheir","sinensis","E","E. sinensis","MST","Malacostraca","Arthropoda","MST1028","2021-03-15",95700008,"54.8341666666667","9.81666666666667","FFSB0011",54.8341666666667,9.81666666666667,"MST1028","11",NA,"7.15","2022-jan-06","MST-SX23",NA,"400","23_11","2021-03-15",NA,"MST1028","MST1028::2021-03-15"
"27","Erisin","MST1043","MST1043","Eriocheir","sinensis","Malacostraca","Arthropoda","E. sinensis",93500119,10.3204,56.6261666666667,"Hevringbugt","2021-04-06","mcp","ddPCR",0.354006737470627,6,4,2021,"2nd_season","ddPCR : 2nd_season",0.131620825382386,7,10.0804,56.6261666666667,"Erisin","MST1043_2021-04-06","MST1043","JOCTH","Musling","MSTOJL","2021-04-06","Hevringbugt",93500119,"56.6261666666667","10.3204","12","11","1500","nej",NA,"2021-04-12","64.3",NA,"MST1043","MST1043",1.68553620576858,30,30,30,0.354006737470627,0,0.09593372233212,0,0.88116228580475,0,"Eriocheir","sinensis","E","E. sinensis","MST","Malacostraca","Arthropoda","MST1043","2021-04-06",93500119,"56.6261666666667","10.3204","Hevringbugt",56.6261666666667,10.3204,"MST1043","2","Bundfauna, Herning bugt, 06.04.2021, Jocth, Musling, 12.04.2021","3.06","2022-jan-06","MST-SX23",NA,"400","23_02","2021-04-06",NA,"MST1043","MST1043::2021-04-06"
"28","Erisin","MST2021-008","MST2021008","Eriocheir","sinensis","Malacostraca","Arthropoda","E. sinensis",97200002,12.75,55.8666666666667,"KBH431_Ven","2021-05-19","mcp","ddPCR",0.365057438611985,19,5,2021,"2nd_season","ddPCR : 2nd_season",0.135150925916998,7,12.51,55.8666666666667,"Erisin","MST2021008_2021-05-19","MST2021008","ALKRI_NIFSO","Sif","MST_SJL","2021-05-19","KBH431_Ven",97200002,"55.8666666666667","12.75","55","1","1300","ja","86","2021-05-31","11.8",NA,"MST2021008","MST2021-008",1.68553620576858,30,30,30,0.365057438611985,0,0.098928324878216,0,0.908669978380205,0,"Eriocheir","sinensis","E","E. sinensis","MST","Malacostraca","Arthropoda","MST2021008","2021-05-19",97200002,"55.8666666666667","12.75","KBH431_Ven",55.8666666666667,12.75,"MST2021-008","5","KBH431, Plankton, 19.05.2021","9.1","2022-jan-11","MST-SX24",NA,"400","24_05","2021-05-19",NA,"MST2021008","MST2021008::2021-05-19"
"29","Erisin","MST2021-008","MST2021008","Eriocheir","sinensis","Malacostraca","Arthropoda","E. sinensis",97200002,12.75,55.8666666666667,"KBH431_Ven","2021-05-19","mcp","ddPCR",0.365057438611985,19,5,2021,"2nd_season","ddPCR : 2nd_season",0.135150925916998,7,12.51,55.8666666666667,"Erisin","MST2021008_2021-05-19","MST2021008","ALKRI_NIFSO","Sif","MST_SJL","2021-05-19","KBH431_Ven",97200002,"55.8666666666667","12.75","55","1","1300","ja","86","2021-05-31","11.8",NA,"MST2021008","MST2021-008",1.68553620576858,30,30,30,0.365057438611985,0,0.098928324878216,0,0.908669978380205,0,"Eriocheir","sinensis","E","E. sinensis","MST","Malacostraca","Arthropoda","MST2021008","2021-05-19",97200002,"55.8666666666667","12.75","KBH431_Ven",55.8666666666667,12.75,"MST2021-008","24",NA,"4.34","'2023-jan24","MST-SX26",NA,"400","26_24","2022-05-03",NA,"MST2021008","MST2021008::2022-05-03"
"30","Erisin","MST2021-028","MST2021028","Eriocheir","sinensis","Malacostraca","Arthropoda","E. sinensis",92200001,9.90025555555555,57.6078333333333,"HirtshalsNOR7715_92200001","2021-09-27","mcp","ddPCR",0.357188135385514,27,9,2021,"1st_season","ddPCR : 1st_season",0.132640054363056,7,9.66025555555555,57.6078333333333,"Erisin","MST2021028_2021-09-27","MST2021028","SvendaageBendtsen","MagretheGaardbo","Nordjylland","2021-09-27","HirtshalsNOR7715_92200001",92200001,"57.6078333333333","9.90025555555555","18",NA,"1200","nej",NA,"2021-10-09","15","VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete","MST2021028","MST2021-028",1.68553620576858,30,30,30,0.357188135385514,0,0.0967958383262155,0,0.88908150792122,0,"Eriocheir","sinensis","E","E. sinensis","MST","Malacostraca","Arthropoda","MST2021028","2021-09-27",92200001,"57.6078333333333","9.90025555555555","HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,"MST2021-028","6","'eDNA Hirtshals_27_9_21","0.58","2021-nov-24","MST-SX21",NA,"400","21_06","2021-09-27",NA,"MST2021028","MST2021028::2021-09-27"
"31","Erisin","MST2021-028","MST2021028","Eriocheir","sinensis","Malacostraca","Arthropoda","E. sinensis",92200001,9.90025555555555,57.6078333333333,"HirtshalsNOR7715_92200001","2021-09-27","mcp","ddPCR",0.357188135385514,27,9,2021,"1st_season","ddPCR : 1st_season",0.132640054363056,7,9.66025555555555,57.6078333333333,"Erisin","MST2021028_2021-09-27","MST2021028","SvendaageBendtsen","MagretheGaardbo","Nordjylland","2021-09-27","HirtshalsNOR7715_92200001",92200001,"57.6078333333333","9.90025555555555","18",NA,"1200","nej",NA,"2021-10-09","15","VandproeverneernedkoeletogtransporterettilAalborghvorfiltreringenskete","MST2021028","MST2021-028",1.68553620576858,30,30,30,0.357188135385514,0,0.0967958383262155,0,0.88908150792122,0,"Eriocheir","sinensis","E","E. sinensis","MST","Malacostraca","Arthropoda","MST2021028","2021-09-27",92200001,"57.6078333333333","9.90025555555555","HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,"MST2021-028","21","'9/5-22,MST2021-029,91500007","14.6","'2023-jan31","MST-SX27",NA,"400","27_21","2022-05-09",NA,"MST2021028","MST2021028::2022-05-09"
"32","Erisin","MST2021-030","MST2021030","Eriocheir","sinensis","Malacostraca","Arthropoda","E. sinensis",93740007,9.06681944444444,56.6208333333333,"SkiveFjord","2021-05-26","mcp","ddPCR",0.310980565845967,26,5,2021,"2nd_season","ddPCR : 2nd_season",0.117596253697395,7,8.82681944444444,56.6208333333333,"Erisin","MST2021030_2021-05-26","MST2021030","PHELD_NICRA","Sif","MST_MJL","2021-05-26","SkiveFjord",93740007,"56.6208333333333","9.06681944444444","5","1","1600","nej","N_A","2021-05-31","115.9",NA,"MST2021030","MST2021-030",1.68553620576858,30,30,30,0.310980565845967,0,0.084274113178253,0,0.774061158299445,0,"Eriocheir","sinensis","E","E. sinensis","MST","Malacostraca","Arthropoda","MST2021030","2021-05-26",93740007,"56.6208333333333","9.06681944444444","SkiveFjord",56.6208333333333,9.06681944444444,"MST2021-030","8","VIB3227, plankton, 26.05.21","4.07","2021-nov-24","MST-SX21",NA,"400","21_08","2021-05-26",NA,"MST2021030","MST2021030::2021-05-26"
"33","Erisin","MST2021-030","MST2021030","Eriocheir","sinensis","Malacostraca","Arthropoda","E. sinensis",93740007,9.06681944444444,56.6208333333333,"SkiveFjord","2021-05-26","mcp","ddPCR",0.310980565845967,26,5,2021,"2nd_season","ddPCR : 2nd_season",0.117596253697395,7,8.82681944444444,56.6208333333333,"Erisin","MST2021030_2021-05-26","MST2021030","PHELD_NICRA","Sif","MST_MJL","2021-05-26","SkiveFjord",93740007,"56.6208333333333","9.06681944444444","5","1","1600","nej","N_A","2021-05-31","115.9",NA,"MST2021030","MST2021-030",1.68553620576858,30,30,30,0.310980565845967,0,0.084274113178253,0,0.774061158299445,0,"Eriocheir","sinensis","E","E. sinensis","MST","Malacostraca","Arthropoda","MST2021030","2021-05-26",93740007,"56.6208333333333","9.06681944444444","SkiveFjord",56.6208333333333,9.06681944444444,"MST2021-030","18",NA,"1.92","'2023-jan24","MST-SX26",NA,"400","26_18","2022-04-28",NA,"MST2021030","MST2021030::2022-04-28"
"34","Erisin","MST2021-031","MST2021031","Eriocheir","sinensis","Malacostraca","Arthropoda","E. sinensis",92200001,9.90025555555555,57.6078333333333,"HirtshalsNOR7715_92200001","2021-06-17","mcp","ddPCR",0.372760891914367,17,6,2021,"2nd_season","ddPCR : 2nd_season",0.137594898223368,7,9.66025555555555,57.6078333333333,"Erisin","MST2021031_2021-06-17","MST2021031","SvendaageBendtsen","MagretheGaardbo","Nordjylland","2021-06-17","HirtshalsNOR7715_92200001",92200001,"57.6078333333333","9.90025555555555","15","4","1200","nej",NA,"2021-07-03","14","ErudtagetmedLindahlslangesomdybdeintegredetproeverfra0_10metersammenmedplanktonproeverneogsaaprofilmaalingerchlAogvandkemi","MST2021031","MST2021-031",1.68553620576858,30,30,30,0.372760891914367,0,0.101015865802765,0,0.92784561216831,0,"Eriocheir","sinensis","E","E. sinensis","MST","Malacostraca","Arthropoda","MST2021031","2021-06-17",92200001,"57.6078333333333","9.90025555555555","HirtshalsNOR7715_92200001",57.6078333333333,9.90025555555555,"MST2021-031","9","eDNA Knude Grund Hirtshals 17_6_21 Svend Aage Bendtsen, saabe@mst.dk","0.97","2021-nov-24","MST-SX21",NA,"400","21_09","2021-06-17",NA,"MST2021031","MST2021031::2021-06-17"
"35","Erisin","MST2021-051","MST2021051","Eriocheir","sinensis","Malacostraca","Arthropoda","E. sinensis",93730002,9.07075,56.9543333333333,"93730002_VIB3708_1","2021-06-04","mcp","ddPCR",0.367314182221889,4,6,2021,"2nd_season","ddPCR : 2nd_season",0.135868318465097,7,8.83075,56.9543333333333,"Erisin","MST2021051_2021-06-04","MST2021051","RasmusBillegrav","Frigg","MSTNJL","2021-06-04","93730002_VIB3708_1",93730002,"56.9543333333333","9.07075","7","1","1700","nej",NA,"2021-06-10","150.8",NA,"MST2021051","MST2021-051",1.68553620576858,30,30,30,0.367314182221889,0,0.0995398685336115,0,0.914287492632865,0,"Eriocheir","sinensis","E","E. sinensis","MST","Malacostraca","Arthropoda","MST2021051","2021-06-04",93730002,"56.9543333333333","9.07075","93730002_VIB3708_1",56.9543333333333,9.07075,"MST2021-051","16","93730002, 04.jun.2021, 1 m, RABIL","22.5","2022-feb-01","MST-SX25",NA,"400","25_16","2021-06-04",NA,"MST2021051","MST2021051::2021-06-04"
"36","Erisin","MST2021-071","MST2021071","Eriocheir","sinensis","Malacostraca","Arthropoda","E. sinensis",94230001,10.5169333333333,55.4678333333333,"FYN6900017","2021-10-13","mcp","ddPCR",0.474708713591099,13,10,2021,"1st_season","ddPCR : 1st_season",0.168706246366492,7,10.2769333333333,55.4678333333333,"Erisin","MST2021071_2021-10-13","MST2021071","FlemmingNoergaard&PauliJoergensen","Belone","Fyn","2021-10-13","FYN6900017",94230001,"55.4678333333333","10.5169333333333","98","1","1500","nej",NA,"2021-10-21","11.4",NA,"MST2021071","MST2021-071",1.68553620576858,30,30,30,0.474708713591099,0,0.128642283380032,0,1.18162095546723,0,"Eriocheir","sinensis","E","E. sinensis","MST","Malacostraca","Arthropoda","MST2021071","2021-10-13",94230001,"55.4678333333333","10.5169333333333","FYN6900017",55.4678333333333,10.5169333333333,"MST2021-071","4","21-10","6.5","2022-jan-11","MST-SX24",NA,"400","24_04","2021-10-13",NA,"MST2021071","MST2021071::2021-10-13"
"37","Erisin","MST2021-082","MST2021082","Eriocheir","sinensis","Malacostraca","Arthropoda","E. sinensis",93000005,10.7845083333333,56.8561,"93000005_NOR409","2021-09-07","mcp","ddPCR",0.346234627068043,7,9,2021,"1st_season","ddPCR : 1st_season",0.12912075703574,7,10.5445083333333,56.8561,"Erisin","MST2021082_2021-09-07","MST2021082","RasmusBillegrav","Frigg","MSTNJL","2021-09-07","93000005_NOR409",93000005,"56.8561","10.7845083333333","146","1","1500","ja","4","2021-09-08","160.3",NA,"MST2021082","MST2021-082",1.68553620576858,30,30,30,0.346234627068043,0,0.0938275642693045,0,0.86181581020355,0,"Eriocheir","sinensis","E","E. sinensis","MST","Malacostraca","Arthropoda","MST2021082","2021-09-07",93000005,"56.8561","10.7845083333333","93000005_NOR409",56.8561,10.7845083333333,"MST2021-082","23","Fytoplankton, 07.09.2021, 93000005,","4.09","2021-nov-24","MST-SX21",NA,"400","21_23","2021-09-07",NA,"MST2021082","MST2021082::2021-09-07"
"38","Hemsan","MST1028","MST1028","Hemigrapsus","sanguineus","Malacostraca","Arthropoda","H. sanguineus",95700008,9.81666666666667,54.8341666666667,"FFSB0011","2021-03-15","mcp","ddPCR",2.07967221736908,15,3,2021,"2nd_season","ddPCR : 2nd_season",0.488504495148728,8,9.73666666666667,54.9141666666667,"Hemsan","MST1028_2021-03-15","MST1028","RasmusBillegrav","LivII","MSTSYD","2021-03-15","FFSB0011",95700008,"54.8341666666667","9.81666666666667","292","282","1600","ja","17","2021-03-26","27.8",NA,"MST1028","MST1028",0.322470888495446,30,0,3,2.07967221736908,0,0.563518553972245,0,5.17766773700715,0,"Hemigrapsus","sanguineus","H","H. sanguineus","MST","Malacostraca","Arthropoda","MST1028","2021-03-15",95700008,"54.8341666666667","9.81666666666667","FFSB0011",54.8341666666667,9.81666666666667,"MST1028","11",NA,"7.15","2022-jan-06","MST-SX23",NA,"400","23_11","2021-03-15",NA,"MST1028","MST1028::2021-03-15"
"39","Hemsan","MST2021-081","MST2021081","Hemigrapsus","sanguineus","Malacostraca","Arthropoda","H. sanguineus",91500007,8.35012777777778,55.3375166666667,"Soenderhooest","2021-09-20","mcp","ddPCR",0.332740508019924,20,9,2021,"1st_season","ddPCR : 1st_season",0.124745598096833,8,8.27012777777778,55.4175166666667,"Hemsan","MST2021081_2021-09-20","MST2021081","LasseoerstedJensen","Haig","Sydjylland","2021-09-20","Soenderhooest",91500007,"55.3375166666667","8.35012777777778","63","1","1300","nej",NA,"2021-09-21","16","RIB1510007","MST2021081","MST2021-081",0.322470888495446,30,0,3,0.332740508019924,0,0.0901708099991085,0,0.82822598516941,0,"Hemigrapsus","sanguineus","H","H. sanguineus","MST","Malacostraca","Arthropoda","MST2021081","2021-09-20",91500007,"55.3375166666667","8.35012777777778","Soenderhooest",55.3375166666667,8.35012777777778,"MST2021-081","22","RIB1510007, 21-09-21, Fytoplankton","3.54","2021-nov-24","MST-SX21",NA,"400","21_22","2021-09-20",NA,"MST2021081","MST2021081::2021-09-20"
"40","Hemtak","MST2021-049","MST2021049","Hemigrapsus","takanoi","Malacostraca","Arthropoda","H. takanoi",91650035,8.56828611111111,55.0938666666667,"ListerDyb","2021-05-21","mcp","ddPCR",0.314555913209915,21,5,2021,"2nd_season","ddPCR : 2nd_season",0.118779063079965,9,8.64828611111111,54.9338666666667,"Hemtak","MST2021049_2021-05-21","MST2021049","LasseoerstedJensen","Fucus","Sydjylland","2021-05-21","ListerDyb",91650035,"55.0938666666667","8.56828611111111","11","10","500","nej",NA,"2021-05-21","11","LISD0027","MST2021049","MST2021-049",5.6800436973572,30,0,3,0.314555913209915,0,0.085242986679077,0,0.78296095132828,0,"Hemigrapsus","takanoi","H","H. takanoi","MST","Malacostraca","Arthropoda","MST2021049","2021-05-21",91650035,"55.0938666666667","8.56828611111111","ListerDyb",55.0938666666667,8.56828611111111,"MST2021-049","10","LISD0027; 21-5-21","7.75","2022-jan-06","MST-SX23",NA,"400","23_10","2021-05-21",NA,"MST2021049","MST2021049::2021-05-21"
"41","Hemtak","MST2021-083","MST2021083","Hemigrapsus","takanoi","Malacostraca","Arthropoda","H. takanoi",95600002,10.1517305555556,54.9976833333333,"FYN6300043","2021-10-22","mcp","ddPCR",0.391882546246052,22,10,2021,"1st_season","ddPCR : 1st_season",0.143602588960339,9,10.2317305555556,54.8376833333333,"Hemtak","MST2021083_2021-10-22","MST2021083","alkri","Sif","MSTFYN","2021-10-22","FYN6300043",95600002,"54.9976833333333","10.1517305555556","34","1","1500","ja","12","2021-10-29","12.5",NA,"MST2021083","MST2021-083",5.6800436973572,30,0,3,0.391882546246052,0,0.106197586283088,0,0.975444093346595,0,"Hemigrapsus","takanoi","H","H. takanoi","MST","Malacostraca","Arthropoda","MST2021083","2021-10-22",95600002,"54.9976833333333","10.1517305555556","FYN6300043",54.9976833333333,10.1517305555556,"MST2021-083","3","Lillebælt Syd, Fyto, Sensommer, 22.10.2021","7.8","2022-jan-11","MST-SX24",NA,"400","24_03","2021-10-22",NA,"MST2021083","MST2021083::2021-10-22"
"42","Homame","MST2021-040","MST2021040","Homarus","americanus","Malacostraca","Arthropoda","H. americanus",93420310,10.9524027777778,56.4437333333333,"Tr3Fornaes","2021-09-15","mcp","ddPCR",0.354134626686573,15,9,2021,"1st_season","ddPCR : 1st_season",0.131661843611019,10,11.1924027777778,56.3637333333333,"Homame","MST2021040_2021-09-15","MST2021040","JensDeding","Havana","MSToestjylland","2021-09-15","Tr3Fornaes",93420310,"56.4437333333333","10.9524027777778","11","95","1270","?",NA,"2021-09-22","15.7",NA,"MST2021040","MST2021-040",0.335798636078835,3000,0,300,0.354134626686573,0,0.0959683675318955,0,0.88148057460785,0,"Homarus","americanus","H","H. americanus","MST","Malacostraca","Arthropoda","MST2021040","2021-09-15",93420310,"56.4437333333333","10.9524027777778","Tr3Fornaes",56.4437333333333,10.9524027777778,"MST2021-040","9","Fornæs, Grenå, Makroalger, 15.09.2021","4.92","2021-dec-08","MST-SX22",NA,"400","22_09","2021-09-15",NA,"MST2021040","MST2021040::2021-09-15"
"43","Homame","MST2021-049","MST2021049","Homarus","americanus","Malacostraca","Arthropoda","H. americanus",91650035,8.56828611111111,55.0938666666667,"ListerDyb","2021-05-21","mcp","ddPCR",0.33889401704073,21,5,2021,"2nd_season","ddPCR : 2nd_season",0.126746200883515,10,8.80828611111111,55.0138666666667,"Homame","MST2021049_2021-05-21","MST2021049","LasseoerstedJensen","Fucus","Sydjylland","2021-05-21","ListerDyb",91650035,"55.0938666666667","8.56828611111111","11","10","500","nej",NA,"2021-05-21","11","LISD0027","MST2021049","MST2021-049",0.335798636078835,3000,0,300,0.33889401704073,0,0.0918383430689575,0,0.843543484807015,0,"Homarus","americanus","H","H. americanus","MST","Malacostraca","Arthropoda","MST2021049","2021-05-21",91650035,"55.0938666666667","8.56828611111111","ListerDyb",55.0938666666667,8.56828611111111,"MST2021-049","10","LISD0027; 21-5-21","7.75","2022-jan-06","MST-SX23",NA,"400","23_10","2021-05-21",NA,"MST2021049","MST2021049::2021-05-21"
"44","Homame","MST2021-062","MST2021062","Homarus","americanus","Malacostraca","Arthropoda","H. americanus",95600002,10.1654166666667,54.9975833333333,"95600002_FYN6300043","2021-05-21","mcp","ddPCR",0.692163705825805,21,5,2021,"2nd_season","ddPCR : 2nd_season",0.228442375900184,10,10.4054166666667,54.9175833333333,"Homame","MST2021062_2021-05-21","MST2021062","janeRobertsen","Frigg","MSTFYN","2021-05-21","95600002_FYN6300043",95600002,"54.9975833333333","10.1654166666667","361","1","1400","ja","12","2021-05-21","112.2",NA,"MST2021062","MST2021-062",0.335798636078835,3000,0,300,0.692163705825805,0,0.187568292021752,0,1.72294646501541,0,"Homarus","americanus","H","H. americanus","MST","Malacostraca","Arthropoda","MST2021062","2021-05-21",95600002,"54.9975833333333","10.1654166666667","95600002_FYN6300043",54.9975833333333,10.1654166666667,"MST2021-062","10",NA,"19","2022-feb-01","MST-SX25",NA,"400","25_10","2021-05-21",NA,"MST2021062","MST2021062::2021-05-21"
"45","Homame","MST2021-071","MST2021071","Homarus","americanus","Malacostraca","Arthropoda","H. americanus",94230001,10.5169333333333,55.4678333333333,"FYN6900017","2021-10-13","mcp","ddPCR",0.349484756588936,13,10,2021,"1st_season","ddPCR : 1st_season",0.130167983248445,10,10.7569333333333,55.3878333333333,"Homame","MST2021071_2021-10-13","MST2021071","FlemmingNoergaard&PauliJoergensen","Belone","Fyn","2021-10-13","FYN6900017",94230001,"55.4678333333333","10.5169333333333","98","1","1500","nej",NA,"2021-10-21","11.4",NA,"MST2021071","MST2021-071",0.335798636078835,3000,0,300,0.349484756588936,0,0.094708325341344,0,0.86990609765053,0,"Homarus","americanus","H","H. americanus","MST","Malacostraca","Arthropoda","MST2021071","2021-10-13",94230001,"55.4678333333333","10.5169333333333","FYN6900017",55.4678333333333,10.5169333333333,"MST2021-071","4","21-10","6.5","2022-jan-11","MST-SX24",NA,"400","24_04","2021-10-13",NA,"MST2021071","MST2021071::2021-10-13"
"46","Karmik","MST1028","MST1028","Karenia","mikimotoi","Dinophyceae","Myzozoa","K. mikimotoi",95700008,9.81666666666667,54.8341666666667,"FFSB0011","2021-03-15","mcp","ddPCR",0.343204475939274,15,3,2021,"2nd_season","ddPCR : 2nd_season",0.128142130325115,11,9.41666666666667,54.8341666666667,"Karmik","MST1028_2021-03-15","MST1028","RasmusBillegrav","LivII","MSTSYD","2021-03-15","FFSB0011",95700008,"54.8341666666667","9.81666666666667","292","282","1600","ja","17","2021-03-26","27.8",NA,"MST1028","MST1028",0.409050658345222,30,30,30,0.343204475939274,0,0.0930064357817175,0,0.854273065924645,0,"Karenia","mikimotoi","K","K. mikimotoi","MST","Dinophyceae","Myzozoa","MST1028","2021-03-15",95700008,"54.8341666666667","9.81666666666667","FFSB0011",54.8341666666667,9.81666666666667,"MST1028","11",NA,"7.15","2022-jan-06","MST-SX23",NA,"400","23_11","2021-03-15",NA,"MST1028","MST1028::2021-03-15"
